World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank
09,3684,294440776,Madaraaaad,138,warrior,301, ,0,0,0,0,100,0,0,0
33,3685,292878857,Hikarii,138,wizard,331,End Game,0,0,0,78,30,0,15505092,14
37,3686,292744830,Shorinji,138,wizard,220, ,0,0,0,0,99,0,0,0
11,3687,292226502,Madusa,138,wizard,204,Legendary1,5,0,0,0,0,89,6099433,63
23,3688,291953207,Mayura,138,wizard,166,Angkor Kh,10,0,0,0,0,34,41856276,12
38,3689,291595315,Tartmvs,138,warrior,149,Team Work,0,44,34,85,69,0,7055650,6
11,3690,291418912,Lolisolo,138,warrior,225,Legendary1,10,0,0,0,0,44,6099433,63
32,3691,291299316,Fapchin,138,wizard,310, ,0,0,0,0,84,0,0,0
38,3692,290657339,Ms,138,warrior,160,M1d Ni9ht,0,45,35,69,56,0,1017052,19
02,3693,290327488,Saam,138,wizard,278,R T F,10,0,0,0,0,38,45275170,11
07,3694,289815015,Bluepunk,138,wizard,140,Olympians,5,0,0,0,0,79,0,0
09,3695,289022034,Anakmummy,137,warrior,185,Lost Lake,10,0,0,0,0,35,42210292,14
32,3696,288624518,Oxy,137,wizard,299, ,0,0,0,0,100,0,0,0
01,3697,287809339,Ayuce,137,wizard,316,Sri Gala,0,0,0,0,70,0,102755498,9
37,3698,287370782,Brucelee,137,warrior,153,Beast Mode,15,0,0,0,0,16,193647090,1
11,3699,286895900,Wrap,137,wizard,340,5atu,0,0,0,0,59,0,0,0
01,3700,286315744,Rioza,137,wizard,310, ,0,0,0,0,79,0,0,0
32,3701,285797969,Miyaku,137,wizard,245,The Dragon,0,0,0,0,0,20,0,0
23,3702,285717729,Devilkinqs,137,warrior,313, ,0,0,0,0,93,0,0,0
37,3703,285560644,Yuji,137,wizard,219,Beast Mode,15,0,0,0,100,19,193647090,1
02,3704,285137646,Jhony,137,wizard,167,R T F,10,0,0,0,0,47,45275170,11
15,3705,285096428,Paham,137,wizard,339, ,0,0,0,0,43,0,0,0
35,3706,284867903,Astta,137,wizard,307,Imortais,0,0,0,63,29,0,4082720,16
23,3707,284729345,Devilgodzs,137,wizard,278, ,0,0,0,0,97,0,0,0
33,3708,284726480,Andohieroo,137,wizard,233,Dark Lord,0,0,0,0,97,26,4820686,30
15,3709,283470180,Axe,137,wizard,317,Bravia,0,0,0,0,77,0,84056640,8
23,3710,283116635,Xilvas,137,wizard,296, ,0,0,0,0,78,0,0,0
37,3711,282144356,Alfesh,137,wizard,178,Nusantara,5,0,0,0,0,61,2811211,25
09,3712,282095871,Cyberz,137,wizard,285,D A M A I,0,0,0,0,87,0,96204444,6
15,3713,282084665,Zulak,137,warrior,331,R B B C,0,0,0,0,100,0,2428011,85
38,3714,281672138,Jagindaz,137,wizard,123,Spears,0,46,11,0,29,0,19649346,1
01,3715,281402792,Sirarthura,137,warrior,347,Akatsuk,0,0,0,93,58,0,44011303,18
36,3716,281132517,Baobei,137,warrior,350,Alcatraz,0,0,0,40,27,0,3956790,30
38,3717,281067957,Keng,137,warrior,153,M1d Ni9ht,0,47,36,81,65,0,1017052,19
36,3718,280418444,Unitel,136,warrior,157,New Jeans,15,0,0,0,0,11,0,0
09,3719,280354664,Stankiller,136,warrior,302,Hijaudamai,0,0,0,0,98,0,0,0
23,3720,278930970,Conan,136,warrior,254,P E A C E,5,0,0,0,0,78,41404016,13
15,3721,278459246,Revins,136,wizard,342, ,0,0,0,0,42,0,0,0
15,3722,277641477,Creatorx,136,warrior,370,Messsilent,0,0,0,69,39,0,328487362,4
01,3723,277428768,Taurusboy,136,wizard,288,B J M,0,0,0,0,100,0,334771207,2
23,3724,276837746,Blackrossf,136,wizard,332, ,0,0,0,0,43,0,0,0
34,3725,275499586,Allie,136,wizard,273, ,0,0,0,84,31,0,0,0
36,3726,275142388,Balack,136,wizard,218,Br Union,0,0,0,0,79,0,22849640,7
07,3727,274797427,Blackoutt,136,warrior,343,300 Sparta,0,0,0,43,27,0,5495989,52
11,3728,274270030,Jafsousa,136,warrior,386,Elitebr,0,0,0,53,30,0,0,0
11,3729,274042687,Cloudy,136,wizard,309,Holy Nitro,0,0,0,0,97,0,35234136,18
35,3730,273891952,Pachecoxx,136,warrior,300,Br Comanda,0,0,0,73,39,0,17502651,7
38,3731,273335358,Mr,136,warrior,158,M1d Ni9ht,0,48,37,74,58,0,1017052,19
15,3732,272514128,Wizardbuy,135,wizard,321,Ovp,0,0,0,0,66,0,0,0
36,3733,272200136,Soulgan,135,wizard,195,Indomaret,0,0,0,0,95,0,0,0
09,3734,272021346,Dnma,135,wizard,268,F L U X O,5,0,0,0,0,88,2369042,69
38,3735,271800370,Mond,135,warrior,131,Pilipin4s,0,49,38,0,94,0,6820921,7
32,3736,271730093,Heroa,135,warrior,325, ,0,0,0,0,94,0,0,0
33,3737,271660589,Cewekbugil,135,warrior,195,The Prayer,5,0,0,0,0,55,34317780,8
36,3738,271595551,Mildnes,135,wizard,211,Rudeboyz,0,0,0,0,83,0,12366203,15
09,3739,270568463,Miznezuko,135,warrior,202,New Born,5,0,0,0,0,63,43573161,13
36,3740,270295974,Godofwarx,135,warrior,281,Rudeboyz,0,0,0,0,80,0,12366203,15
09,3741,270162072,Gangzz,135,wizard,301,S W A T,0,0,0,0,66,0,25787976,23
15,3742,267183311,Dennylie,135,wizard,328,Rip W10,0,0,0,0,58,0,878458572,1
07,3743,266657420,Rize,135,warrior,281, ,0,0,0,0,100,0,0,0
09,3744,266625094,Movoz,135,wizard,197,S W A T,5,0,0,0,0,58,25787976,23
15,3745,266581745,Marcelline,135,warrior,334, ,0,0,0,0,98,0,0,0
35,3746,265401163,Yambow,135,warrior,234,New Hunter,0,0,0,0,93,0,4961453,13
36,3747,265241949,Jesselyn,135,wizard,200,Emperor,0,0,0,0,94,0,0,0
07,3748,265150272,Abigor,135,wizard,122,300 Sparta,5,0,0,0,0,65,5495989,52
02,3749,263139139,Vincentcs,134,warrior,320,Dharma,0,0,0,0,73,0,69337620,8
37,3750,262507338,Nayeony,134,warrior,186,Godplayer,10,0,0,0,0,22,2070773,33
11,3751,262428609,Botak,134,warrior,331, ,0,0,0,0,100,0,0,0
11,3752,262277997,Zerhukder,134,warrior,160,2 Ft,10,0,0,0,0,28,2169644,100
15,3753,262120386,Fallari,134,warrior,369, ,0,0,0,71,40,0,0,0
11,3754,261981487,Fjay,134,warrior,150,Legendary1,5,0,0,0,0,65,6099433,63
38,3755,261945067,Kite,134,warrior,138,Pilipin4s,0,50,39,98,81,0,6820921,7
23,3756,261797987,Biesting,134,warrior,340,Death Clan,0,0,0,89,56,0,2958931,57
38,3757,261456081,Kler,134,warrior,144,Spears,0,51,40,90,73,0,19649346,1
38,3758,260892017,Rice,134,warrior,179,Team Work,0,52,41,44,38,0,7055650,6
07,3759,260873778,Maniskasai,134,wizard,291,Fantasy X,0,0,0,0,56,0,3390779,71
32,3760,260792247,Leodrago,134,warrior,134,Militaryw8,5,0,0,0,0,53,115005099,6
07,3761,260688481,Marcius,134,wizard,281, ,0,0,0,0,68,0,0,0
23,3762,260496709,Xiaopinc,134,warrior,309,P E A C E,0,0,0,0,98,0,41404016,13
11,3763,260440601,Zyton,134,wizard,315, ,0,0,0,0,88,0,0,0
01,3764,260105239,Philia,134,wizard,319,Deathmarch,0,0,0,0,63,0,11464315,57
02,3765,260089819,Belicoff,134,warrior,180,Mr T E A M,15,0,0,0,0,21,7019680,38
11,3766,259836862,Waterball,134,wizard,116,Rajawin88,10,0,0,0,0,30,0,0
23,3767,258249351,Ghrud,134,wizard,343,Lunaticos,0,0,0,83,30,0,268123295,2
11,3768,258039877,Leylaaaaa,134,wizard,325,W30,0,0,0,0,74,0,0,0
36,3769,255342144,Naz,133,warrior,139,Happyghost,5,0,0,0,0,74,0,0
07,3770,254411859,Nazuma,133,wizard,323,No Mercy,0,0,0,73,28,0,12408045,33
33,3771,253333228,Enigme,133,warrior,142,E Class,10,0,0,0,0,38,38334335,6
02,3772,252867336,Hureua,133,warrior,403,Avatar War,0,0,0,31,22,0,566030220,2
07,3773,250253435,Mrreeka,133,wizard,140,Of Unisol,15,0,0,0,0,14,299009013,1
36,3774,248884662,Malimar,132,wizard,294,The Hunter,0,0,0,0,41,0,11548652,18
11,3775,248215572,Messias,132,wizard,322,Thung Simm,0,0,0,0,78,0,22170837,30
11,3776,248097574,Afensas,132,warrior,161,Jago Squad,5,0,0,0,0,82,0,0
15,3777,245467407,Xerxes,132,wizard,364, ,0,0,0,82,33,0,0,0
35,3778,245026495,Blacklord,132,warrior,227, ,0,0,0,0,99,0,0,0
34,3779,244459403,Wizzzsouk,132,wizard,207,Reverse,0,0,0,0,75,0,429132582,1
23,3780,244175158,Zytghprsty,132,wizard,277,Elysion,0,0,0,0,100,0,1963457,71
37,3781,243765333,Fabsiie,132,warrior,300,Lovenlive,0,0,0,0,66,0,13304386,9
38,3782,243544094,Heng,132,wizard,127,Spears,0,53,12,0,25,0,19649346,1
02,3783,243488976,Gerri,132,warrior,185,Japanese,20,0,0,0,0,8,0,0
38,3784,242815225,Otat,132,warrior,157,No Mercy,0,54,42,76,62,0,19574144,2
11,3785,242437555,Mrtoxity,132,wizard,320,K O L E R,0,0,0,0,82,0,40214931,15
09,3786,241808952,Feyaa,131,warrior,332, ,0,0,0,83,44,0,0,0
07,3787,240905922,Yolo,131,warrior,297,Life Alone,0,0,0,0,75,0,192421753,2
33,3788,240794003,Kazu,131,wizard,259, ,0,0,0,0,79,0,0,0
36,3789,240334454,Blackdeath,131,warrior,262,Imperio,0,0,0,0,98,0,2272218,34
33,3790,240164092,Pantakui,131,wizard,292,8 Dewa,0,0,0,0,52,0,156051651,2
09,3791,240020321,Whiterz,131,wizard,204,M M R,15,0,0,0,0,19,3123532,64
23,3792,237513813,Trueden,131,wizard,194,Toxic Pro,7,0,0,0,0,26,3765027,53
09,3793,236982250,Farsalos,131,warrior,386,Edc,0,0,0,21,11,0,1683232,79
38,3794,236491438,Paragaz,131,warrior,178,Spears,0,55,43,45,39,0,19649346,1
37,3795,236182445,Gking,131,wizard,156,Imyun,5,0,0,0,0,67,0,0
34,3796,236154171,Mieswa,131,wizard,178, ,0,0,0,0,96,0,0,0
36,3797,235344450,Sipsip,131,wizard,240,Blaclover,0,0,0,0,64,0,8338676,21
38,3798,234934862,Yuji,131,warrior,162,Team Work,0,56,44,67,53,0,7055650,6
09,3799,234856977,Xingfei,131,wizard,201,R A J A,10,0,0,0,0,44,1876643,76
35,3800,234697851,Xua,131,wizard,240,New Bie,0,0,0,0,74,0,4437580,15
35,3801,233437050,Legendarlo,130,warrior,230, ,0,0,0,0,97,0,0,0
38,3802,232621011,Vayy,130,warrior,130, ,0,57,45,0,97,0,0,0
33,3803,232600981,Toroz,130,warrior,265,The Quens,0,0,0,0,100,0,2192719,52
37,3804,232096344,Huzaifah,130,wizard,187,Beast Mode,10,0,0,0,0,29,193647090,1
34,3805,232020219,Legendme,130,warrior,274, ,0,0,0,83,54,0,0,0
09,3806,231799644,Qyon,130,wizard,208,Tajudien,1,0,0,0,0,92,3531562,61
07,3807,231647706,Goldenneed,130,warrior,256,Life Alone,10,0,0,0,0,46,192421753,2
37,3808,230815252,Arhe,130,warrior,274,Unexpected,0,0,0,0,93,0,12392779,10
33,3809,230354085,Apollo,130,wizard,232, ,0,0,0,0,99,0,0,0
01,3810,229847794,Somchit,130,warrior,156,C B D,5,0,0,0,0,86,0,0
15,3811,229154423,Archanist,130,wizard,304,S A K A U,0,0,0,0,95,0,0,0
37,3812,229129493,Furywizz,130,wizard,315, ,0,0,0,80,34,0,0,0
23,3813,228999696,Bbooyy,130,wizard,288, ,0,0,0,0,88,0,0,0
07,3814,228954240,Monarks,130,wizard,272, ,0,0,0,0,82,0,0,0
23,3815,228608651,Dragonzlim,130,warrior,309,Swallow19,0,0,0,0,95,0,130176323,6
01,3816,228589803,Blackwizz,130,wizard,297,Akatsuk,0,0,0,0,89,0,44011303,18
34,3817,228069146,Sianma,130,wizard,223,Exclusive,0,0,0,0,64,0,983751,42
09,3818,227599405,Kanabisboy,130,warrior,303, ,0,0,0,0,94,0,0,0
23,3819,227516875,Hongs,130,warrior,270,Angkor Kh,0,0,0,0,0,62,41856276,12
07,3820,226137369,Xreaper,129,warrior,97, ,10,0,0,0,0,26,0,0
38,3821,225943379,Acem,129,warrior,203,H3avymet4l,20,58,46,22,19,5,14666,79
33,3822,225293926,Addickx,129,warrior,267,Speedom,0,0,0,0,96,0,0,0
32,3823,224993183,Adamekov,129,warrior,106,Serenity35,15,0,0,0,0,21,1505486,97
36,3824,224915397,Prodigue,129,warrior,307,Rudeboyz,0,0,0,94,64,0,12366203,15
38,3825,224737145,Name,129,warrior,211,Team Work,0,59,47,14,11,0,7055650,6
23,3826,223664351,Evilboss,129,warrior,138,Angkor Kh,2,0,0,0,0,87,41856276,12
07,3827,223151445,Calibrun,129,wizard,200,Th3 Army,10,0,0,0,0,36,7985724,41
11,3828,222472613,Italobest,129,wizard,230, ,5,0,0,0,0,87,0,0
33,3829,221892261,Supermafia,129,wizard,289,Hypercore,0,0,0,0,53,0,727528,87
38,3830,220360221,Scatter,129,wizard,184,Pilipin4s,0,60,13,38,6,0,6820921,7
09,3831,219823632,Enia,128,wizard,307, ,0,0,0,0,57,0,0,0
37,3832,219046086,Devilboyz,128,warrior,134,H Y D R A,5,0,0,0,0,64,81994266,3
09,3833,218833129,Anakdaddy,128,warrior,150,Lost Lake,10,0,0,0,0,39,42210292,14
07,3834,218749428,Cybershotz,128,warrior,215,Last Mercy,10,0,0,0,0,38,13266198,31
09,3835,218459192,Stanzl,128,wizard,277, ,0,0,0,0,100,0,0,0
35,3836,218383814,Elviiis,128,warrior,257, ,0,0,0,0,68,0,0,0
07,3837,216065783,Wrzn,128,warrior,144, ,10,0,0,0,0,25,0,0
07,3838,215096342,Kingadi,128,wizard,163,T O X I C,5,0,0,0,0,85,13211301,32
32,3839,214589330,Haupengyu,128,wizard,338,Haoxiangni,0,0,0,0,45,0,134602058,5
36,3840,214349733,Wizshinobi,128,wizard,206,Rudeboyz,0,0,0,0,87,0,12366203,15
35,3841,213750934,Sylverz,128,warrior,245,Blackbulls,0,0,0,0,81,0,148504530,4
38,3842,213222160,Tamkiller,127,wizard,135,No Mercy,10,61,14,0,19,28,19574144,2
07,3843,213220044,Merqeen,127,warrior,135,Fantasy X,5,0,0,0,0,68,3390779,71
07,3844,212859360,Sorfy,127,wizard,204,Last Mercy,5,0,0,0,0,54,13266198,31
37,3845,212717611,Vz,127,wizard,305, ,0,0,0,0,41,0,0,0
36,3846,212377792,Queenwiwik,127,warrior,320,Happiness,0,0,0,81,54,0,47141704,4
23,3847,210340943,Lotaipakk,127,wizard,175,P E A C E,5,0,0,0,0,85,41404016,13
11,3848,209367381,Fanysia,127,wizard,313,Legendary1,0,0,0,0,93,0,6099433,63
15,3849,209151654,Zhouyou,127,wizard,306,Rip W10,0,0,0,0,92,0,878458572,1
23,3850,209072549,Luvin,127,wizard,296, ,0,0,0,0,77,0,0,0
07,3851,208993321,Syahziyah,127,wizard,159,In Love,5,0,0,0,0,72,28630062,22
34,3852,208463318,Sweetcans,127,wizard,218,O M E G A,0,0,0,0,70,0,30333666,9
23,3853,208235886,Darkquens,127,wizard,278, ,0,0,0,0,99,0,0,0
32,3854,208155549,Ariangzz,127,wizard,323, ,0,0,0,0,68,0,0,0
38,3855,207412001,Vigorous,127,warrior,195,Spears,0,62,48,31,28,0,19649346,1
23,3856,207240633,Carpicorn,127,warrior,311, ,0,0,0,0,94,0,0,0
07,3857,206410883,Daia,126,wizard,139,Night Core,5,0,0,0,0,75,63061336,11
01,3858,205322797,Adventus,126,warrior,236,Sri Gala,5,0,0,0,0,89,102755498,9
01,3859,205108005,Evilmycry,126,warrior,123,Top Huntz,5,0,0,0,0,71,0,0
36,3860,204640052,Luzuz,126,warrior,154,Sun Shine,5,0,0,0,0,73,16608688,9
01,3861,204389931,Xavy,126,wizard,345,Akatsuk,0,0,0,99,39,0,44011303,18
02,3862,203302153,Srcanser,126,warrior,133,D A M N,0,0,0,0,0,100,0,0
01,3863,203195297,Raistlin,126,wizard,366,Old Tibia,0,0,0,71,30,0,18729609,40
34,3864,202679596,Leader,126,wizard,190,X Reunion,0,0,0,0,83,0,49039657,5
23,3865,202599079,Movan,126,warrior,326, ,0,0,0,0,72,0,0,0
36,3866,202354643,Mercy,126,warrior,175,A 1 M,10,0,0,0,0,33,117919,92
15,3867,202064342,Jailan,126,wizard,320,Cau Sot,0,0,0,0,69,0,27974805,20
07,3868,201627954,Dewakuning,126,wizard,324,Fantasy X,0,0,0,68,27,0,3390779,71
36,3869,201564255,Zioth,126,warrior,192,A 1 M,10,0,0,0,0,29,117919,92
07,3870,200604433,Starcrft,126,warrior,307,Dol Guldur,0,0,0,0,64,0,14619818,29
09,3871,200477203,Tinya,126,warrior,316, ,0,0,0,0,63,0,0,0
32,3872,200417255,Ramadani,126,warrior,165,I Am Jahat,5,0,0,0,0,50,3680022,62
38,3873,199598819,Newbie,125,warrior,176,Spears,0,63,49,50,43,0,19649346,1
15,3874,198684695,Lamar,125,wizard,207,Moebius,1,0,0,0,0,94,0,0
02,3875,198613892,Wizlex,125,wizard,341,Gothsterz,0,0,0,81,29,0,859851517,1
07,3876,198408252,Naksu,125,warrior,147,Life Alone,5,0,0,0,0,60,192421753,2
07,3877,198118703,Ziysya,125,warrior,108,In Love,5,0,0,0,0,77,28630062,22
33,3878,198022325,Magido,125,wizard,101,H E X,5,0,0,0,0,79,0,0
01,3879,197100284,Sieusao,125,warrior,70,Viet Nam,5,0,0,0,0,57,0,0
38,3880,196760402,Gshot,125,warrior,153,Team Work,0,64,50,80,64,0,7055650,6
09,3881,195869587,Panselaa,125,warrior,309, ,0,0,0,0,82,0,0,0
36,3882,195668016,Prozazaa,125,warrior,298,Blaclover,0,0,0,0,71,0,8338676,21
33,3883,195435455,Mrsaitan,125,wizard,246, ,0,0,0,0,88,0,0,0
32,3884,195229132,Hylos,125,wizard,321, ,0,0,0,0,69,0,0,0
11,3885,195092633,Katey,125,wizard,320,Singers,0,0,0,0,83,0,0,0
36,3886,195005638,Cornellia,125,warrior,265,Indomaret,0,0,0,0,93,0,0,0
32,3887,195004993,Skulreaper,125,wizard,178,I Am Jahat,5,0,0,0,0,61,3680022,62
38,3888,194675201,Mgxmelly,125,warrior,215,Spears,0,65,51,11,9,0,19649346,1
32,3889,194087483,Overlords,125,warrior,149,I Love U,1,0,0,0,0,97,0,0
37,3890,194054784,Bageri,125,wizard,220, ,0,0,0,0,97,0,0,0
15,3891,194052492,Lightss,125,warrior,181,True Love,15,0,0,0,0,17,0,0
38,3892,193580535,Tfue,124,warrior,113,K I N G,15,66,52,0,0,17,4888017,8
23,3893,192920507,Perhatian,124,warrior,316,P E A C E,0,0,0,0,84,0,41404016,13
36,3894,192643262,Saifulbtc,124,wizard,222,Happiness,0,0,0,0,75,0,47141704,4
38,3895,192194094,Tshiro,124,warrior,139,Spears,0,67,53,96,80,0,19649346,1
38,3896,191806069,Mgxqueen,124,wizard,123,Spears,0,68,15,0,28,0,19649346,1
36,3897,191103365,Helllord,124,wizard,181,Rudeboyz,15,0,0,0,0,19,12366203,15
33,3898,190514539,Darkblack,124,wizard,281,Hypercore,0,0,0,0,56,0,727528,87
38,3899,190463439,Aiy,124,warrior,151,M1d Ni9ht,0,69,54,82,66,0,1017052,19
11,3900,190379902,Provodkalt,124,warrior,90,De4dlegnd,5,0,0,0,0,79,0,0
11,3901,190338113,Snipers,124,warrior,272,Legends Id,5,0,0,0,0,57,11234414,49
38,3902,190125863,Mgchaosity,124,warrior,200,Spears,0,70,55,27,24,0,19649346,1
02,3903,188938838,Mrgocu,124,warrior,150,Mr T E A M,5,0,0,0,0,63,7019680,38
07,3904,188458658,Khukhu,124,wizard,272, ,0,0,0,0,83,0,0,0
11,3905,187800409,Johncoida,124,wizard,316, ,0,0,0,0,85,0,0,0
37,3906,187776317,Booster,124,wizard,129, ,20,0,0,0,0,4,0,0
23,3907,187399751,Falentesia,123,wizard,291, ,0,0,0,0,85,0,0,0
07,3908,187352545,Alvito,123,wizard,272, ,0,0,0,0,79,0,0,0
33,3909,186527593,Variowizar,123,wizard,116,Admiral,5,0,0,0,0,86,2257050,50
15,3910,185951974,Bansal,123,warrior,337,Nostalgila,0,0,0,0,90,0,0,0
15,3911,185345894,Anangfahri,123,wizard,339, ,0,0,0,0,45,0,0,0
15,3912,185214045,Artmkiss,123,wizard,305,The Dust,0,0,0,0,93,0,79526939,10
07,3913,185183751,Bellz,123,warrior,286, ,0,0,0,0,88,0,0,0
34,3914,185152277,Leterushir,123,wizard,224,None,0,0,0,0,63,0,0,0
02,3915,184945442,Atario,123,wizard,283,Gothsterz,0,0,0,0,97,0,859851517,1
15,3916,184127582,Schneijder,123,warrior,362,Raid Team,0,0,0,86,52,0,0,0
11,3917,183978365,Messiaaaa,123,wizard,331, ,0,0,0,0,65,0,0,0
38,3918,183914173,Eccos,123,warrior,210,M1d Ni9ht,0,71,56,15,13,0,1017052,19
23,3919,183911733,Tyking,123,warrior,234,World 23,5,0,0,0,0,66,0,0
01,3920,183833477,Xprincex,123,warrior,211,L0ve,15,0,0,0,0,20,0,0
09,3921,183774881,Xialan,123,warrior,312, ,0,0,0,0,74,0,0,0
38,3922,182434356,Massacre,123,warrior,108,Spears,0,72,57,0,0,0,19649346,1
07,3923,182260776,Qzclaymore,123,wizard,262, ,0,0,0,0,98,0,0,0
36,3924,182255795,Sweetchild,123,wizard,270, ,0,0,0,0,52,0,0,0
38,3925,182076267,Salva,123,warrior,197,Pilipin4s,5,73,58,30,27,50,6820921,7
38,3926,181618485,Biasalhu,122,warrior,117,E V I L,5,74,59,0,0,55,68923,60
01,3927,180294337,Angws,122,warrior,323,Braterstwo,0,0,0,0,91,0,13812501,53
38,3928,179912101,Myoblast,122,warrior,184,Spears,0,75,60,39,35,0,19649346,1
15,3929,179886009,Derynfancy,122,wizard,318, ,0,0,0,0,74,0,0,0
09,3930,178891575,Darzana,122,warrior,181,Fearclan,5,0,0,0,0,73,0,0
32,3931,178868728,Cenarius,122,wizard,301,Rescuer,0,0,0,0,97,0,3235732,67
01,3932,177783199,Naufalnx,122,warrior,487,Sri Gala,0,0,0,3,2,0,102755498,9
07,3933,177183267,Vx,122,warrior,167,Last Mercy,10,0,0,0,0,47,13266198,31
38,3934,176930507,Lasakdarma,122,wizard,156,Spears,0,76,16,77,15,0,19649346,1
32,3935,176785931,Brusli,122,wizard,353,Blunder,0,0,0,87,29,0,2678771,74
23,3936,175700278,Drgalau,121,wizard,329, ,0,0,0,0,45,0,0,0
38,3937,174767903,Sub,121,warrior,120,M1d Ni9ht,0,77,61,0,0,0,1017052,19
01,3938,174168575,Probolt,121,warrior,352, ,0,0,0,84,49,0,0,0
02,3939,173880901,Railove,121,warrior,184,Dream Team,5,0,0,0,0,52,186655044,4
38,3940,173303536,Presiden,121,warrior,305,Bully,0,78,62,1,1,0,2515,95
32,3941,172106630,Ultranie,121,warrior,125,C I N T A,5,0,0,0,0,79,0,0
32,3942,171875191,Griss,121,wizard,319, ,0,0,0,0,71,0,0,0
38,3943,170875445,Godofwar,121,warrior,181,Team Work,0,79,63,42,36,0,7055650,6
02,3944,169614798,Acuxilhen,120,wizard,203,Mr T E A M,10,0,0,0,0,40,7019680,38
15,3945,169045633,Mahadaruna,120,warrior,343, ,0,0,0,0,80,0,0,0
07,3946,168794377,Right,120,wizard,301,The Ghosts,0,0,0,0,48,0,9830708,39
38,3947,168776980,Taroski,120,warrior,177,Pilipin4s,0,80,64,48,40,0,6820921,7
11,3948,168591204,Achal,120,wizard,105, ,10,0,0,0,0,43,0,0
33,3949,168234859,Amatearz,120,wizard,238,Lovely,0,0,0,0,96,0,3712079,39
32,3950,168108436,Xtremexd,120,warrior,190,Solo Army,10,0,0,0,0,43,338461959,2
36,3951,167910087,Bellaprch,120,wizard,234, ,0,0,0,0,67,0,0,0
11,3952,167784285,Deeznuts,120,wizard,51, ,5,0,0,0,0,50,0,0
11,3953,167561014,Hataraku,120,warrior,169,K O L E R,1,0,0,0,0,99,40214931,15
01,3954,166965030,Vezel,120,wizard,294,Over Kill,0,0,0,0,94,0,3144595,96
38,3955,166923474,Gas,120,warrior,117,Spears,0,81,65,0,0,0,19649346,1
23,3956,166807972,Alzein,120,warrior,355,Enjoy,0,0,0,68,47,0,194635315,3
23,3957,166276620,Keepsilent,120,warrior,176,Itme,5,0,0,0,0,65,0,0
38,3958,165703129,Dr,120,wizard,170,M1d Ni9ht,0,82,17,60,11,0,1017052,19
09,3959,165158363,Kingzl,120,wizard,295,Lolegend,0,0,0,0,70,0,0,0
32,3960,163953614,Kokoaaa,119,wizard,98,I Am Fine,5,0,0,0,0,72,713848785,1
36,3961,163696846,Tuxedocat,119,wizard,192,The Hunter,0,0,0,0,98,0,11548652,18
33,3962,160383526,Jr,119,warrior,125,Hell Devil,15,0,0,0,0,18,8417641,18
11,3963,160343770,Poworroot,119,wizard,189,Polygon,1,0,0,0,0,97,0,0
01,3964,160181191,Xucro,119,wizard,170,After Rain,5,0,0,0,0,70,32832263,23
23,3965,160123245,Hengking,119,wizard,157,Machav,10,0,0,0,0,46,0,0
32,3966,160083146,Jhazz,119,wizard,307, ,0,0,0,0,87,0,0,0
11,3967,159586593,Lucifers,119,warrior,110,My Heart,5,0,0,0,0,73,142655297,3
38,3968,159189362,Lietuwa,119,warrior,83,K I N G,0,83,66,0,0,0,4888017,8
38,3969,159118252,Kielendug,119,wizard,116,Pilipin4s,0,84,18,0,35,0,6820921,7
38,3970,158832154,Boybayo,118,wizard,144,Pilipin4s,0,85,19,89,17,0,6820921,7
38,3971,158811705,Playboy,118,warrior,102,Spears,0,86,67,0,0,0,19649346,1
07,3972,158542492,Velinger,118,warrior,184,C C C P,5,0,0,0,0,69,2366688,83
07,3973,157672093,Dinshe,118,wizard,302,Rbpc,0,0,0,0,45,0,0,0
38,3974,157494909,Dainis,118,warrior,121,Thungsim,0,87,68,0,0,0,18428470,3
34,3975,157051600,Kekashi,118,wizard,197, ,0,0,0,0,82,0,0,0
23,3976,156758101,Merl,118,wizard,166,Onicesport,7,0,0,0,0,29,0,0
37,3977,156029761,Agdu,118,wizard,256,Roleplay,0,0,0,0,73,0,2393982,29
15,3978,155859002,Gazerock,118,warrior,334,Rip W10,0,0,0,0,96,0,878458572,1
09,3979,155594176,Xiaohua,118,wizard,284, ,0,0,0,0,92,0,0,0
32,3980,155305038,Vallconz,118,warrior,335,5 G G 5,0,0,0,0,79,0,17455939,27
32,3981,154748456,Karyzi,118,warrior,120,Yutubbudiz,5,0,0,0,0,73,0,0
33,3982,154626455,Mrtauke,118,wizard,318,Dark Lord,0,0,0,94,33,0,4820686,30
38,3983,154036774,Blueskyz,118,warrior,210, ,0,88,69,16,14,0,0,0
32,3984,153983514,Sabilsz,118,warrior,364, ,0,0,0,70,48,0,0,0
02,3985,153018310,Luizinhow,117,wizard,286, ,0,0,0,0,91,0,0,0
02,3986,151683510,Azakashi,117,wizard,170,R T F,10,0,0,0,0,35,45275170,11
07,3987,150625555,Kagami,117,warrior,330,Immortals,0,0,0,58,36,0,99124772,6
38,3988,149854126,Marechall,117,warrior,138,M1d Ni9ht,0,89,70,99,82,0,1017052,19
37,3989,149612281,Duzza,117,warrior,125,H Y D R A,1,0,0,0,0,90,81994266,3
15,3990,148521787,Mrxiaolun,117,wizard,326,M E,0,0,0,0,62,0,0,0
38,3991,148070367,Amuk,116,warrior,184,Spears,0,90,71,41,33,0,19649346,1
