World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,ExpPoints Formatted
11,1380,1660360835,Monday,212,wizard,360,C O V E Ns,0,0,76,0,42,0,0,0,33.207.217,83.018.042,166.036.084,83.018.042,33.207.217,0,1.660.360.835
01,1381,1659811941,Mrxavier,212,wizard,181,Infinityxx,0,0,59,0,0,0,197224717,4,33.196.239,82.990.597,165.981.194,82.990.597,33.196.239,0,1.659.811.941
02,1382,1659440102,Godwizy,212,wizard,277,R T F,0,0,48,0,0,0,45275170,11,33.188.802,82.972.005,165.944.010,82.972.005,33.188.802,0,1.659.440.102
11,1383,1658606744,Simson,212,warrior,413, ,0,0,0,25,18,0,0,0,33.172.135,82.930.337,165.860.674,82.930.337,33.172.135,0,1.658.606.744
07,1384,1658465918,Zyn,212,wizard,282,7 S I N S,0,70,27,0,64,0,0,0,33.169.318,82.923.296,165.846.592,82.923.296,33.169.318,0,1.658.465.918
11,1385,1657760425,Mvpachmad,212,wizard,336,K O L E R,0,0,77,0,62,0,40214931,15,33.155.208,82.888.021,165.776.042,82.888.021,33.155.208,0,1.657.760.425
15,1386,1654549737,Custokimz,212,warrior,338,Y O U,0,0,83,0,88,0,396899359,3,33.090.995,82.727.487,165.454.974,82.727.487,33.090.995,0,1.654.549.737
11,1387,1654079930,Xvr,212,warrior,367,Holy Nitro,0,0,0,87,50,0,35234136,18,33.081.599,82.703.996,165.407.993,82.703.996,33.081.599,0,1.654.079.930
32,1388,1654021881,Lovebird,212,warrior,345, ,0,0,76,99,65,0,0,0,33.080.438,82.701.094,165.402.188,82.701.094,33.080.438,0,1.654.021.881
15,1389,1653724675,Chunly,212,warrior,334,Hakka,0,0,84,0,97,0,464833013,2,33.074.494,82.686.234,165.372.468,82.686.234,33.074.494,0,1.653.724.675
32,1390,1653534359,Cheenz,212,warrior,284,I Am Fine,0,0,77,0,0,0,713848785,1,33.070.687,82.676.718,165.353.436,82.676.718,33.070.687,0,1.653.534.359
37,1391,1652955496,Antinyamuk,212,warrior,298,Snitch V,0,83,55,0,68,0,2673182,27,33.059.110,82.647.775,165.295.550,82.647.775,33.059.110,0,1.652.955.496
32,1392,1652939556,Soulhappy,212,wizard,366,I Am Fine,0,0,48,67,21,0,713848785,1,33.058.791,82.646.978,165.293.956,82.646.978,33.058.791,0,1.652.939.556
23,1393,1651196821,Marechal,212,wizard,315,Death Clan,0,0,45,0,55,0,2958931,57,33.023.936,82.559.841,165.119.682,82.559.841,33.023.936,0,1.651.196.821
01,1394,1650875383,Barbarik,212,wizard,282,The Best,0,0,60,0,0,0,0,0,33.017.508,82.543.769,165.087.538,82.543.769,33.017.508,0,1.650.875.383
35,1395,1650365256,Sweetaa,212,wizard,215,New Star,0,70,31,0,89,0,544357335,1,33.007.305,82.518.263,165.036.526,82.518.263,33.007.305,0,1.650.365.256
15,1396,1649542348,Messilent,212,warrior,536,Messsilent,0,0,85,1,1,0,328487362,4,32.990.847,82.477.117,164.954.235,82.477.117,32.990.847,0,1.649.542.348
09,1397,1648315855,Spanishguy,212,wizard,242,Extagon,0,96,30,0,0,0,0,0,32.966.317,82.415.793,164.831.586,82.415.793,32.966.317,0,1.648.315.855
37,1398,1648304031,Mandarin,212,warrior,298,Beast Mode,0,84,56,0,69,0,193647090,1,32.966.081,82.415.202,164.830.403,82.415.202,32.966.081,0,1.648.304.031
15,1399,1648298863,Nishui,212,wizard,323,Tn Cullen,0,0,36,0,65,0,0,0,32.965.977,82.414.943,164.829.886,82.414.943,32.965.977,0,1.648.298.863
33,1400,1648294211,Ratuyami,212,wizard,251,L A N L A,20,0,37,0,85,1,113475823,3,32.965.884,82.414.711,164.829.421,82.414.711,32.965.884,0,1.648.294.211
36,1401,1646784011,Xfer,212,warrior,344, ,0,88,57,50,34,0,0,0,32.935.680,82.339.201,164.678.401,82.339.201,32.935.680,0,1.646.784.011
33,1402,1646636555,Skywizrd,212,wizard,332,L A N L A,0,0,38,77,29,0,113475823,3,32.932.731,82.331.828,164.663.656,82.331.828,32.932.731,0,1.646.636.555
33,1403,1646472320,Papagenit,212,warrior,177,L A N L A,0,0,71,0,0,0,113475823,3,32.929.446,82.323.616,164.647.232,82.323.616,32.929.446,0,1.646.472.320
01,1404,1644058663,Lampirman,212,warrior,286, ,0,0,95,0,0,0,0,0,32.881.173,82.202.933,164.405.866,82.202.933,32.881.173,0,1.644.058.663
09,1405,1643777118,Leoness,212,warrior,326,Level Up,0,97,67,96,51,0,4398312,57,32.875.542,82.188.856,164.377.712,82.188.856,32.875.542,0,1.643.777.118
11,1406,1643723993,Yingnie,212,wizard,220,Lovenlive,0,0,78,0,0,0,438317429,1,32.874.480,82.186.200,164.372.399,82.186.200,32.874.480,0,1.643.723.993
01,1407,1643602655,Kaioqdc,212,wizard,286,Game Over,0,0,61,0,0,0,91231635,10,32.872.053,82.180.133,164.360.266,82.180.133,32.872.053,0,1.643.602.655
09,1408,1643494897,Hotshotgg,212,wizard,364,R A J A,0,98,31,35,18,0,1876643,76,32.869.898,82.174.745,164.349.490,82.174.745,32.869.898,0,1.643.494.897
07,1409,1642849192,Mrnik,212,wizard,238,1shot1kill,0,71,28,0,0,0,32287292,20,32.856.984,82.142.460,164.284.919,82.142.460,32.856.984,0,1.642.849.192
11,1410,1640439262,Tsion,212,warrior,435,404,0,0,0,13,7,0,0,0,32.808.785,82.021.963,164.043.926,82.021.963,32.808.785,0,1.640.439.262
11,1411,1639850294,Blackmaskz,212,warrior,472,Lovenlive,15,0,0,7,3,14,438317429,1,32.797.006,81.992.515,163.985.029,81.992.515,32.797.006,0,1.639.850.294
23,1412,1639312157,Kyokko,212,warrior,275,Handler0ne,0,0,68,0,0,0,2743451,62,32.786.243,81.965.608,163.931.216,81.965.608,32.786.243,0,1.639.312.157
15,1413,1638924233,Guess,212,wizard,286,Ovp,0,0,37,0,0,0,0,0,32.778.485,81.946.212,163.892.423,81.946.212,32.778.485,0,1.638.924.233
11,1414,1638848982,Regar,212,warrior,338,Lovenlive,0,0,0,0,89,0,438317429,1,32.776.980,81.942.449,163.884.898,81.942.449,32.776.980,0,1.638.848.982
23,1415,1638292672,Alphonse,212,warrior,317,Handler0ne,0,0,69,0,82,0,2743451,62,32.765.853,81.914.634,163.829.267,81.914.634,32.765.853,0,1.638.292.672
02,1416,1637173246,Yujiro,212,warrior,268, ,0,0,74,0,0,0,0,0,32.743.465,81.858.662,163.717.325,81.858.662,32.743.465,0,1.637.173.246
23,1417,1637016268,Vai,212,warrior,324,Angkor Kh,0,0,70,0,75,0,41856276,12,32.740.325,81.850.813,163.701.627,81.850.813,32.740.325,0,1.637.016.268
01,1418,1635410581,Saviour,211,warrior,325,After Rain,0,0,96,0,86,0,32832263,23,32.708.212,81.770.529,163.541.058,81.770.529,32.708.212,0,1.635.410.581
01,1419,1635315819,Strongwizz,211,wizard,304,Sri Gala,0,0,62,0,83,0,102755498,9,32.706.316,81.765.791,163.531.582,81.765.791,32.706.316,0,1.635.315.819
32,1420,1635115070,Anonymouzl,211,wizard,232,I Am Fine,0,0,49,0,0,0,713848785,1,32.702.301,81.755.754,163.511.507,81.755.754,32.702.301,0,1.635.115.070
01,1421,1634398023,Jastpp,211,warrior,204,Game Over,0,0,97,0,0,0,91231635,10,32.687.960,81.719.901,163.439.802,81.719.901,32.687.960,0,1.634.398.023
01,1422,1634173321,Anarquia,211,wizard,304,Liberdade,0,0,63,0,84,0,30178395,25,32.683.466,81.708.666,163.417.332,81.708.666,32.683.466,0,1.634.173.321
23,1423,1631149960,Blackgatot,211,wizard,263,Handler0ne,0,0,46,0,0,0,2743451,62,32.622.999,81.557.498,163.114.996,81.557.498,32.622.999,0,1.631.149.960
15,1424,1630740940,Aoii,211,wizard,216,Yi Gan Mei,0,0,38,0,0,0,10339443,35,32.614.819,81.537.047,163.074.094,81.537.047,32.614.819,0,1.630.740.940
23,1425,1630160000,Batamone,211,warrior,345, ,0,0,71,79,52,0,0,0,32.603.200,81.508.000,163.016.000,81.508.000,32.603.200,0,1.630.160.000
36,1426,1629600078,Demonkai,211,warrior,243,Rudeboyz,0,89,58,0,0,0,12366203,15,32.592.002,81.480.004,162.960.008,81.480.004,32.592.002,0,1.629.600.078
01,1427,1629087678,Warpath,211,warrior,263,Suicide Sq,5,0,98,0,0,88,0,0,32.581.754,81.454.384,162.908.768,81.454.384,32.581.754,0,1.629.087.678
34,1428,1627820257,Imperial,211,warrior,317, ,0,72,46,46,33,0,0,0,32.556.405,81.391.013,162.782.026,81.391.013,32.556.405,0,1.627.820.257
35,1429,1627734829,Tocxi,211,wizard,259,Blackbulls,0,71,32,0,62,0,148504530,4,32.554.697,81.386.741,162.773.483,81.386.741,32.554.697,0,1.627.734.829
11,1430,1626948389,Daiguren,211,warrior,363,B A B Y,0,0,0,96,56,0,0,0,32.538.968,81.347.419,162.694.839,81.347.419,32.538.968,0,1.626.948.389
07,1431,1623503314,Darkonee,211,wizard,234,End Game,0,72,29,0,0,0,0,0,32.470.066,81.175.166,162.350.331,81.175.166,32.470.066,0,1.623.503.314
34,1432,1623389572,Scov,211,warrior,276, ,0,73,47,79,52,0,0,0,32.467.791,81.169.479,162.338.957,81.169.479,32.467.791,0,1.623.389.572
15,1433,1622834939,Onimoon,211,warrior,243,Kawasaki,20,0,86,0,0,5,166138253,6,32.456.699,81.141.747,162.283.494,81.141.747,32.456.699,0,1.622.834.939
23,1434,1622067167,Curry,211,wizard,298,Dbj,0,0,47,0,76,0,177735958,4,32.441.343,81.103.358,162.206.717,81.103.358,32.441.343,0,1.622.067.167
09,1435,1621909476,Maryanne,211,wizard,339, ,0,99,32,72,35,0,0,0,32.438.190,81.095.474,162.190.948,81.095.474,32.438.190,0,1.621.909.476
02,1436,1621586735,Sandrony,211,warrior,434,Thekillers,0,0,75,15,11,0,8612933,36,32.431.735,81.079.337,162.158.674,81.079.337,32.431.735,0,1.621.586.735
02,1437,1621391751,Lordwizy,211,wizard,226,R T F,0,0,49,0,0,0,45275170,11,32.427.835,81.069.588,162.139.175,81.069.588,32.427.835,0,1.621.391.751
23,1438,1618987105,Xorbz,211,warrior,330,Handler0ne,0,0,72,0,64,0,2743451,62,32.379.742,80.949.355,161.898.710,80.949.355,32.379.742,0,1.618.987.105
23,1439,1618248603,Necrozma,211,wizard,336,Death Clan,0,0,48,97,36,0,2958931,57,32.364.972,80.912.430,161.824.860,80.912.430,32.364.972,0,1.618.248.603
32,1440,1617731385,Legend,211,warrior,297,I Am Fine,0,0,78,0,0,0,713848785,1,32.354.628,80.886.569,161.773.138,80.886.569,32.354.628,0,1.617.731.385
02,1441,1617376823,Cazeaje,211,wizard,318,R T F,0,0,50,0,51,0,45275170,11,32.347.536,80.868.841,161.737.682,80.868.841,32.347.536,0,1.617.376.823
01,1442,1615714680,Liangz,211,warrior,179,T6tiau,5,0,99,0,0,55,33030886,22,32.314.294,80.785.734,161.571.468,80.785.734,32.314.294,0,1.615.714.680
15,1443,1615124050,Devdevil,211,wizard,375,Blackpinky,0,0,39,62,29,0,2002909,95,32.302.481,80.756.202,161.512.405,80.756.202,32.302.481,0,1.615.124.050
07,1444,1612696320,Benywar,211,warrior,309,Liga Cieni,0,73,44,0,61,0,18557642,25,32.253.926,80.634.816,161.269.632,80.634.816,32.253.926,0,1.612.696.320
34,1445,1612671201,Gtoxy,211,warrior,268,Icecreams,0,74,48,96,60,0,1893012,27,32.253.424,80.633.560,161.267.120,80.633.560,32.253.424,0,1.612.671.201
02,1446,1612243782,Morbius,211,warrior,432,R T F,0,0,76,16,12,0,45275170,11,32.244.876,80.612.189,161.224.378,80.612.189,32.244.876,0,1.612.243.782
32,1447,1611056016,Zsinz,211,warrior,442,I Am Fine,0,0,79,16,11,0,713848785,1,32.221.120,80.552.801,161.105.602,80.552.801,32.221.120,0,1.611.056.016
09,1448,1610736049,Myrddin,211,wizard,193,M V P,0,100,33,0,0,0,13915659,35,32.214.721,80.536.802,161.073.605,80.536.802,32.214.721,0,1.610.736.049
07,1449,1610571145,Luna,211,wizard,272,Last Mercy,0,74,30,0,80,0,13266198,31,32.211.423,80.528.557,161.057.114,80.528.557,32.211.423,0,1.610.571.145
35,1450,1610015551,Mrhen,211,warrior,376,New Star,0,72,40,19,9,0,544357335,1,32.200.311,80.500.778,161.001.555,80.500.778,32.200.311,0,1.610.015.551
02,1451,1608136863,Thinyuk,211,warrior,333, ,0,0,77,95,59,0,0,0,32.162.737,80.406.843,160.813.686,80.406.843,32.162.737,0,1.608.136.863
09,1452,1608035003,Alquds,211,warrior,302,Extagon,0,0,68,0,95,0,0,0,32.160.700,80.401.750,160.803.500,80.401.750,32.160.700,0,1.608.035.003
07,1453,1607187944,Savator,211,warrior,227,World18,0,75,45,0,0,0,58177357,13,32.143.759,80.359.397,160.718.794,80.359.397,32.143.759,0,1.607.187.944
01,1454,1607009479,Ultratech,211,wizard,287,Turk Team,0,0,64,0,0,0,72772299,12,32.140.190,80.350.474,160.700.948,80.350.474,32.140.190,0,1.607.009.479
09,1455,1606064304,Kloyn,211,wizard,246,Gold Roger,0,0,34,0,0,0,44956624,11,32.121.286,80.303.215,160.606.430,80.303.215,32.121.286,0,1.606.064.304
34,1456,1605997349,Pfizer,211,warrior,242,X Reunion,0,75,49,0,85,0,49039657,5,32.119.947,80.299.867,160.599.735,80.299.867,32.119.947,0,1.605.997.349
23,1457,1605853306,Kingharley,211,warrior,290,The Last,0,0,73,0,0,0,10067606,37,32.117.066,80.292.665,160.585.331,80.292.665,32.117.066,0,1.605.853.306
35,1458,1605493085,Magroloko,210,wizard,221,Br Comanda,0,73,33,0,85,0,17502651,7,32.109.862,80.274.654,160.549.308,80.274.654,32.109.862,0,1.605.493.085
33,1459,1605282789,Gion,210,wizard,432,Admiral,0,0,39,19,7,0,2257050,50,32.105.656,80.264.139,160.528.279,80.264.139,32.105.656,0,1.605.282.789
11,1460,1603778555,Gremory,210,wizard,344,Enjoy,0,0,79,0,54,0,0,0,32.075.571,80.188.928,160.377.856,80.188.928,32.075.571,0,1.603.778.555
15,1461,1600246460,Mylest,210,warrior,191,F A K E,5,0,87,0,0,75,36660238,16,32.004.929,80.012.323,160.024.646,80.012.323,32.004.929,0,1.600.246.460
09,1462,1599354376,Jaychoi,210,wizard,369,The Braves,0,0,35,34,17,0,0,0,31.987.088,79.967.719,159.935.438,79.967.719,31.987.088,0,1.599.354.376
07,1463,1598595005,Fireclaw,210,warrior,306,Life Alone,0,76,46,0,66,0,192421753,2,31.971.900,79.929.750,159.859.500,79.929.750,31.971.900,0,1.598.595.005
01,1464,1598050662,Xturkkingx,210,wizard,165,The Best,0,0,65,0,0,0,0,0,31.961.013,79.902.533,159.805.066,79.902.533,31.961.013,0,1.598.050.662
37,1465,1597447396,Boykaa,210,wizard,338,H Y D R A,0,85,29,57,22,0,81994266,3,31.948.948,79.872.370,159.744.740,79.872.370,31.948.948,0,1.597.447.396
35,1466,1596775735,Javiers,210,warrior,211,Br Comanda,0,74,41,0,0,0,17502651,7,31.935.515,79.838.787,159.677.574,79.838.787,31.935.515,0,1.596.775.735
01,1467,1595686872,Qiqia,210,warrior,316,Sri Gala,0,0,100,0,98,0,102755498,9,31.913.737,79.784.344,159.568.687,79.784.344,31.913.737,0,1.595.686.872
37,1468,1595574798,Tyson,210,warrior,275,Unexpected,0,86,57,0,91,0,12392779,10,31.911.496,79.778.740,159.557.480,79.778.740,31.911.496,0,1.595.574.798
02,1469,1593600317,Akim,210,warrior,300,Avatar War,0,0,78,0,0,0,566030220,2,31.872.006,79.680.016,159.360.032,79.680.016,31.872.006,0,1.593.600.317
11,1470,1593126867,Valentinea,210,wizard,261,Reverse 34,0,0,80,0,0,0,4544863,73,31.862.537,79.656.343,159.312.687,79.656.343,31.862.537,0,1.593.126.867
11,1471,1591779749,Someone,210,warrior,259,K O L E R,10,0,0,0,0,31,40214931,15,31.835.595,79.588.987,159.177.975,79.588.987,31.835.595,0,1.591.779.749
34,1472,1591049492,Auihumnoy,210,warrior,282,Reverse,0,76,50,75,49,0,429132582,1,31.820.990,79.552.475,159.104.949,79.552.475,31.820.990,0,1.591.049.492
37,1473,1589866764,Yonganwang,210,warrior,279,Unexpected,0,87,58,0,84,0,12392779,10,31.797.335,79.493.338,158.986.676,79.493.338,31.797.335,0,1.589.866.764
15,1474,1588627668,Dankkers,210,warrior,335,Night Sect,0,0,88,0,94,0,0,0,31.772.553,79.431.383,158.862.767,79.431.383,31.772.553,0,1.588.627.668
36,1475,1587637163,Square,210,warrior,401,Happiness,0,90,59,17,10,0,47141704,4,31.752.743,79.381.858,158.763.716,79.381.858,31.752.743,0,1.587.637.163
09,1476,1585834756,Tupak,210,warrior,239,Pycckue,0,0,69,0,0,0,26776348,22,31.716.695,79.291.738,158.583.476,79.291.738,31.716.695,0,1.585.834.756
11,1477,1585592988,Jfong,210,wizard,374,King Lv70,0,0,81,76,35,0,0,0,31.711.860,79.279.649,158.559.299,79.279.649,31.711.860,0,1.585.592.988
23,1478,1585284018,Meiping,210,wizard,336,P E A C E,0,0,49,96,37,0,41404016,13,31.705.680,79.264.201,158.528.402,79.264.201,31.705.680,0,1.585.284.018
15,1479,1585093513,Melinda,210,wizard,400,Messsilent,0,0,40,39,15,0,328487362,4,31.701.870,79.254.676,158.509.351,79.254.676,31.701.870,0,1.585.093.513
11,1480,1583634528,Luffman,210,warrior,385, ,0,0,0,55,32,0,0,0,31.672.691,79.181.726,158.363.453,79.181.726,31.672.691,0,1.583.634.528
01,1481,1583408706,Babyazeeh,210,wizard,287,After Rain,0,0,66,0,0,0,32832263,23,31.668.174,79.170.435,158.340.871,79.170.435,31.668.174,0,1.583.408.706
01,1482,1583343808,Poseidona,210,warrior,372, ,0,0,0,62,39,0,0,0,31.666.876,79.167.190,158.334.381,79.167.190,31.666.876,0,1.583.343.808
02,1483,1583197168,Zeezle,210,warrior,308,Dream Team,0,0,79,0,86,0,186655044,4,31.663.943,79.159.858,158.319.717,79.159.858,31.663.943,0,1.583.197.168
34,1484,1580977690,Babywiz,210,wizard,217, ,0,77,27,0,71,0,0,0,31.619.554,79.048.884,158.097.769,79.048.884,31.619.554,0,1.580.977.690
11,1485,1580400300,Simargl,210,wizard,280,N O V A,0,0,82,0,0,0,11968854,48,31.608.006,79.020.015,158.040.030,79.020.015,31.608.006,0,1.580.400.300
35,1486,1580154301,Itashy,210,warrior,355,Blackbulls,0,75,42,29,15,0,148504530,4,31.603.086,79.007.715,158.015.430,79.007.715,31.603.086,0,1.580.154.301
02,1487,1578985819,Kowalikuss,210,warrior,260,Gothsterz,0,0,80,0,0,0,859851517,1,31.579.716,78.949.291,157.898.582,78.949.291,31.579.716,0,1.578.985.819
07,1488,1578506688,Druzja,210,warrior,274,Last Mercy,0,77,47,0,0,0,13266198,31,31.570.134,78.925.334,157.850.669,78.925.334,31.570.134,0,1.578.506.688
09,1489,1577573455,Vaccine,210,wizard,276,Level Up,0,0,36,0,0,0,4398312,57,31.551.469,78.878.673,157.757.346,78.878.673,31.551.469,0,1.577.573.455
35,1490,1577240295,Damien,210,warrior,237,Blackbulls,0,76,43,0,90,0,148504530,4,31.544.806,78.862.015,157.724.030,78.862.015,31.544.806,0,1.577.240.295
36,1491,1577200614,Invictuus,210,warrior,325,Imperio,0,91,60,74,51,0,2272218,34,31.544.012,78.860.031,157.720.061,78.860.031,31.544.012,0,1.577.200.614
32,1492,1576120362,Woxiangni,210,warrior,293,Haoxiangni,0,0,80,0,0,0,134602058,5,31.522.407,78.806.018,157.612.036,78.806.018,31.522.407,0,1.576.120.362
32,1493,1575623596,Budiz,210,warrior,337,I Kiss You,5,0,81,0,76,95,0,0,31.512.472,78.781.180,157.562.360,78.781.180,31.512.472,0,1.575.623.596
11,1494,1575464543,Hawami,210,wizard,386,2 Ft,0,0,83,54,22,0,2169644,100,31.509.291,78.773.227,157.546.454,78.773.227,31.509.291,0,1.575.464.543
09,1495,1574835321,Gosuu,209,wizard,331,G O D,0,0,37,84,41,0,39615790,15,31.496.706,78.741.766,157.483.532,78.741.766,31.496.706,0,1.574.835.321
37,1496,1574320603,Antipukek,209,wizard,397,Snitch V,0,88,30,22,7,0,2673182,27,31.486.412,78.716.030,157.432.060,78.716.030,31.486.412,0,1.574.320.603
32,1497,1573120348,Blazt,209,warrior,174, ,0,0,82,0,0,0,0,0,31.462.407,78.656.017,157.312.035,78.656.017,31.462.407,0,1.573.120.348
32,1498,1571498447,Blackjackx,209,warrior,132, ,0,0,83,0,0,0,0,0,31.429.969,78.574.922,157.149.845,78.574.922,31.429.969,0,1.571.498.447
15,1499,1571125956,Zilong,209,wizard,335,Gipzhi,0,0,41,0,50,0,50072985,11,31.422.519,78.556.298,157.112.596,78.556.298,31.422.519,0,1.571.125.956
15,1500,1569992131,Gooking,209,warrior,305,Glovin,0,0,89,0,0,0,49158112,12,31.399.843,78.499.607,156.999.213,78.499.607,31.399.843,0,1.569.992.131
07,1501,1566845793,Plitanosec,209,wizard,209, ,0,78,31,0,0,0,0,0,31.336.916,78.342.290,156.684.579,78.342.290,31.336.916,0,1.566.845.793
37,1502,1566539052,Antibacok,209,warrior,286,Snitch V,0,89,59,0,80,0,2673182,27,31.330.781,78.326.953,156.653.905,78.326.953,31.330.781,0,1.566.539.052
23,1503,1566117561,Ivatrontr,209,warrior,287,The Last,0,0,74,0,0,0,10067606,37,31.322.351,78.305.878,156.611.756,78.305.878,31.322.351,0,1.566.117.561
35,1504,1565681221,Rockstyler,209,wizard,261,Br Comanda,0,77,34,0,60,0,17502651,7,31.313.624,78.284.061,156.568.122,78.284.061,31.313.624,0,1.565.681.221
11,1505,1563663450,Dhanya,209,wizard,286,The Fixers,0,0,84,0,0,0,54014974,11,31.273.269,78.183.172,156.366.345,78.183.172,31.273.269,0,1.563.663.450
02,1506,1563428745,Angkal,209,warrior,292,Friend,0,0,81,0,0,0,0,0,31.268.575,78.171.437,156.342.874,78.171.437,31.268.575,0,1.563.428.745
37,1507,1563425352,Alphagusk,209,warrior,333,B L I T Z,0,90,60,63,39,0,27759629,4,31.268.507,78.171.268,156.342.535,78.171.268,31.268.507,0,1.563.425.352
02,1508,1562785414,Skyz,209,wizard,346,Mr T E A M,0,0,51,73,25,0,7019680,38,31.255.708,78.139.271,156.278.541,78.139.271,31.255.708,0,1.562.785.414
15,1509,1562653586,Renzo,209,warrior,303,Banjar Clb,0,0,90,0,0,0,2800145,75,31.253.072,78.132.679,156.265.359,78.132.679,31.253.072,0,1.562.653.586
07,1510,1562103292,Barbosa,209,wizard,181,End Game,0,79,32,0,0,0,0,0,31.242.066,78.105.165,156.210.329,78.105.165,31.242.066,0,1.562.103.292
09,1511,1561210254,Lordluffy,209,warrior,315, ,0,0,70,0,67,0,0,0,31.224.205,78.060.513,156.121.025,78.060.513,31.224.205,0,1.561.210.254
33,1512,1560466585,Tankal,209,warrior,252,H O N O R,0,0,72,0,0,0,5123924,28,31.209.332,78.023.329,156.046.658,78.023.329,31.209.332,0,1.560.466.585
32,1513,1560205627,Ipockyl,209,warrior,404,Solo Army,0,0,84,30,21,0,338461959,2,31.204.113,78.010.281,156.020.563,78.010.281,31.204.113,0,1.560.205.627
09,1514,1560092131,Airbornz,209,warrior,207,Unforgiv3n,0,0,71,0,0,0,199098964,3,31.201.843,78.004.607,156.009.213,78.004.607,31.201.843,0,1.560.092.131
23,1515,1559360849,Zemah,209,warrior,260,P E A C E,0,0,75,0,0,0,41404016,13,31.187.217,77.968.042,155.936.085,77.968.042,31.187.217,0,1.559.360.849
15,1516,1559343619,Lwrlangkar,209,wizard,409, ,0,0,42,34,12,0,0,0,31.186.872,77.967.181,155.934.362,77.967.181,31.186.872,0,1.559.343.619
35,1517,1559107459,Lina,209,warrior,309,New Star,0,78,44,58,33,0,544357335,1,31.182.149,77.955.373,155.910.746,77.955.373,31.182.149,0,1.559.107.459
23,1518,1559094976,Qzlml,209,warrior,339,P E A C E,0,0,76,90,57,0,41404016,13,31.181.900,77.954.749,155.909.498,77.954.749,31.181.900,0,1.559.094.976
32,1519,1558264678,Xavi,209,warrior,246,90s,0,0,85,0,0,0,8389414,45,31.165.294,77.913.234,155.826.468,77.913.234,31.165.294,0,1.558.264.678
11,1520,1558256592,Khabibov,209,wizard,127,N O V A,0,0,85,0,0,0,11968854,48,31.165.132,77.912.830,155.825.659,77.912.830,31.165.132,0,1.558.256.592
01,1521,1557435590,Linggard,209,wizard,230,Turk Team,0,0,67,0,0,0,72772299,12,31.148.712,77.871.780,155.743.559,77.871.780,31.148.712,0,1.557.435.590
01,1522,1554853677,Jxza,209,wizard,296, ,0,0,68,0,91,0,0,0,31.097.074,77.742.684,155.485.368,77.742.684,31.097.074,0,1.554.853.677
11,1523,1553738015,Acaykings,209,warrior,366,Born2kill,0,0,0,89,52,0,0,0,31.074.760,77.686.901,155.373.802,77.686.901,31.074.760,0,1.553.738.015
33,1524,1553297817,Hush,209,wizard,261,Sweet3sour,0,0,40,0,77,0,20274548,11,31.065.956,77.664.891,155.329.782,77.664.891,31.065.956,0,1.553.297.817
23,1525,1552054408,Edychow,209,wizard,327, ,0,0,50,0,47,0,0,0,31.041.088,77.602.720,155.205.441,77.602.720,31.041.088,0,1.552.054.408
11,1526,1551300530,Tmz,209,warrior,341,Fr44j01n,0,0,0,0,81,0,0,0,31.026.011,77.565.026,155.130.053,77.565.026,31.026.011,0,1.551.300.530
02,1527,1551210742,Mrsmaple,209,warrior,226,Dream Team,0,0,82,0,0,0,186655044,4,31.024.215,77.560.537,155.121.074,77.560.537,31.024.215,0,1.551.210.742
09,1528,1550883742,Nanomage,209,wizard,342,S W A T,0,0,38,64,33,0,25787976,23,31.017.675,77.544.187,155.088.374,77.544.187,31.017.675,0,1.550.883.742
11,1529,1550075178,Killer,209,warrior,339, ,0,0,0,0,87,0,0,0,31.001.504,77.503.759,155.007.518,77.503.759,31.001.504,0,1.550.075.178
37,1530,1548549474,Celerio,209,warrior,304, ,0,91,61,0,62,0,0,0,30.970.989,77.427.474,154.854.947,77.427.474,30.970.989,0,1.548.549.474
07,1531,1548208421,Lonelyboyy,209,wizard,277,Lovehunter,0,80,33,0,74,0,0,0,30.964.168,77.410.421,154.820.842,77.410.421,30.964.168,0,1.548.208.421
23,1532,1547959960,Glaliddinn,209,warrior,259,Angkor Kh,0,0,77,0,0,0,41856276,12,30.959.199,77.397.998,154.795.996,77.397.998,30.959.199,0,1.547.959.960
07,1533,1547019658,Nqr,209,warrior,263,7 S I N S,0,81,48,0,0,0,0,0,30.940.393,77.350.983,154.701.966,77.350.983,30.940.393,0,1.547.019.658
15,1534,1543433185,Mosichin,208,warrior,266,Hell Gate,0,0,91,0,0,0,14353668,31,30.868.664,77.171.659,154.343.318,77.171.659,30.868.664,0,1.543.433.185
11,1535,1540701281,Mrbigbos,208,wizard,402,K O L E R,0,0,86,35,13,0,40214931,15,30.814.026,77.035.064,154.070.128,77.035.064,30.814.026,0,1.540.701.281
07,1536,1540606022,Lewyjr,208,warrior,262,Th3 Army,0,82,49,0,0,0,7985724,41,30.812.120,77.030.301,154.060.602,77.030.301,30.812.120,0,1.540.606.022
37,1537,1539020516,Ananas,208,warrior,233,Unexpected,0,92,62,0,0,0,12392779,10,30.780.410,76.951.026,153.902.052,76.951.026,30.780.410,0,1.539.020.516
07,1538,1539019472,Icaros,208,warrior,283,Kastam,0,83,50,0,97,0,1984200,91,30.780.389,76.950.974,153.901.947,76.950.974,30.780.389,0,1.539.019.472
